id,fid,username,display_name,pfp_url,custody_address,verified_addresses,neynar_score,follower_count,following_count,is_pro_subscriber,power_badge,stats_fetched_at,created_at,updated_at,onboarding_tasks,onboarding_completed_at,quotient_score,quotient_rank,quotient_labels,quotient_updated_at,bio,url,location,twitter,github,primary_address,spam_label,fc_created_at,steemhunt_fetched_at,x_followers_count,x_following_count,x_verified,x_display_name,x_stats_fetched_at,is_blacklisted,plotlink_score,plotlink_tag
93106afa-17f3-4188-a88c-9570ba0ab797,343390,spread-eagle069,SlutTamer,https://res.cloudinary.com/base-app/image/upload/f_auto/v1762765297/43416bdb-8d3c-46f9-94b0-b2eff379702e.jpg,,"[""0x9efeb581c020fc746c1df51d8d2e829c03aa6674"",""0x96f54fa97c865f86c0f75c2be4f7abd1a3c15374""]",0.59,548,1325,false,false,2026-02-26 11:37:47.129+00,2026-02-26 11:37:47.197175+00,2026-02-26 11:38:07.882917+00,{},,0.5080,19825,[],2026-02-26 11:37:47.129+00,Deep In The DingleBerry Canopy,,,realreconreal1s,,0x96f54fa97c865f86c0f75c2be4f7abd1a3c15374,0,2025-07-16 21:04:09.012+00,,575,6054,false,Chris Catalano,2026-02-26 11:38:07.823+00,false,39,Reader
9335d627-357a-4010-85f8-f13bd5271260,255577,arbit77,Arbit🐱  🎭 🍖 🙈 👾,https://i.imgur.com/AFMPK3S.jpg,,"[""0x0a6a81bfeb4d7a58f61ba9f7b22ef3fc69bf8488"",""0x0ae2049a2d7a8b3cc16b2cdcae468cc6b50f785d""]",0.39,480,1084,false,false,2026-02-07 02:01:48.085+00,2026-02-07 02:01:48.158374+00,2026-02-24 15:16:32.733264+00,{},,0.4100,66197,[],2026-02-14 20:04:48.401+00,Bismillah,,,jpindah147,,0x0ae2049a2d7a8b3cc16b2cdcae468cc6b50f785d,2,2025-07-17 08:17:46.607+00,,238,2376,false,forty.g,2026-02-24 15:16:32.689+00,false,39,Reader
97524a93-a580-4464-99cd-6805a252a394,1577500,zaenn.base.eth,Zaenxbt,https://res.cloudinary.com/base-app/image/upload/f_auto/v1765989950/be3d9afc-43f5-4937-934f-300860b7768c.jpg,,"[""0x3802accd40be4434e57ee10a5e1a9226e284daea""]",0.83,1443,1565,false,false,2026-02-06 07:10:59.93+00,2026-02-06 07:10:59.991606+00,2026-02-06 07:14:12.180027+00,{},,0.6090,5286,[],2026-02-06 07:10:59.93+00,"Base Builders | Content Creator | Meme Chad | Baseposting Maxi. 

farcaster.xyz/zaenxbt",,,,,,2,2026-02-06 07:10:59.44+00,2026-02-06 07:14:11.997+00,,,,,,false,39,Writer
9d1b5b60-03d4-4a55-9278-e1f3dff70f5a,320802,newera,Blue Flame🔥,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/1f639b52-2499-4e08-68a9-4e698ee47b00/rectcrop3,,"[""0x182fb0f7209eed1fcb830fbbcf749db1cc880535"",""0xeecf05f81a30d12a57f8adb7a0dee7156517be4c"",""0xfa8c66df4785125396a4bb472c53d8a1ec2eb423""]",0.73,611,808,false,false,2026-03-24 15:52:57.812+00,2026-01-27 18:52:50.798656+00,2026-03-30 11:01:59.438522+00,{},,0.4900,,,2026-03-27 20:12:49.476+00,Take blue love 💙,,,rahima004,,0xfa8c66df4785125396a4bb472c53d8a1ec2eb423,2,2025-07-16 17:37:31.878+00,2026-03-30 11:01:59.257+00,,,,,,false,39,Reader
9f8c5a7b-4548-4eb7-a5ab-7c1b85ee1e26,231387,bambunio30,Bartek Zamorski,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/c259d165-55ec-4938-1246-be49ebb7d400/original,,"[""0x839fe4eb9aaa9543f5274cfa6cd7c526183aed3c"",""0x0d3a8c1e68c38e502963c80fc24884d7583acb87"",""0x4e4307071f7a5ce70171c16e19e2e27bf4daecb9""]",0.66,305,1857,false,false,2026-02-01 15:49:20.786+00,2026-01-16 16:32:05.329288+00,2026-03-27 10:47:17.65134+00,{},,0.5750,8346,[],2026-03-20 23:42:44.521+00,,,,bambunio30,,0x839fe4eb9aaa9543f5274cfa6cd7c526183aed3c,2,2025-07-17 13:35:28.188+00,2026-02-01 15:49:20.786+00,144,3327,false,Bartłomiej,2026-03-27 10:47:17.583+00,false,39,Reader
a7be3216-a040-43f4-8d7e-e845c3c91e25,266813,tamimkhan66,Tamim Uddin,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/56a37931-3940-49a6-944d-2a9955f37e00/original,,"[""0xda97e8b1dc0eddec51de0af1e7af037a6450607b"",""0x98574343ff67c85a61280339eb546f2bc93615a1"",""0xd67de20d2e32a13368de1403489c1f397a76d053"",""0x3580f347c34b6bbcfa6e6abcbfe729fa57231289"",""0x1aebf7c8a6387e2242815473812f262b34befca7""]",0.84,2117,724,false,false,2026-03-28 18:03:56.876+00,2026-03-28 18:03:56.946253+00,2026-03-28 18:04:05.298847+00,{},,,,,2026-03-28 18:03:56.876+00,"“Nothing will be heavier on the Scale of deeds on the Day of Judgment than good character and noble conduct.”
(Tirmidhi: 2002)",,"geo:23.80,90.42",tamimmahomud,,0x3580f347c34b6bbcfa6e6abcbfe729fa57231289,0,2025-07-16 16:35:45.398+00,,454,1430,false,Saddam Mahomud,2026-03-28 18:04:05.229+00,false,39,Writer
a830fe38-a813-4bae-b387-de4af510fcc7,1107112,asifsalman,asifsalman.eth,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/2764cb8e-0489-41d8-21f5-fd2ccca64900/original,,"[""0xf6382c1f83993ddf6394716f488c98c8ef599352"",""0xb9382eb67eb1589a28709aa4a5d820cf04be31d1"",""0xb7797dc3fc726e01f23a6f8fafda1aed500a965d""]",0.53,873,911,false,false,2026-01-21 13:41:38.874+00,2026-01-21 13:41:38.936535+00,2026-03-28 12:40:34.565912+00,{},,0.5670,9202,[],2026-03-20 06:09:14.17+00,"Get my Chanel here https://t.co/IZeAs7lJXL
Exploring the onchain world 🌐 | Building, learning & connecting in Web3 🚀 | Coffee-powered thoughts ☕ | Let’s grow",,"geo:23.99,90.39",jafrinziba,,0xb7797dc3fc726e01f23a6f8fafda1aed500a965d,0,2025-07-16 16:39:45.846+00,,289,897,false,jafrinziba.base.eth,2026-03-28 12:40:34.492+00,false,39,Reader
aa022e17-909f-4b4a-a9e9-7075feebffdc,402781,degencaso,Degencaso,https://res.cloudinary.com/base-app/image/upload/f_auto/v1766909867/11998001-8a3e-4755-b4c7-592eaa3215a7.jpg,,"[""0x12cd23a4a9857955d02de37933327d236f17ef4a"",""0xf6d91a48f512bcaf6a3e098f10721e46a272bfac"",""0xd10b94aca4069e4db57a2f94eed1a37ff8d4fe2d""]",0.72,543,530,false,false,2026-01-22 09:47:37.836+00,2026-01-22 09:47:37.90072+00,2026-03-27 09:13:09.604882+00,{},,0.5890,6787,[],2026-03-15 09:35:13.338+00,"Blockchain Female Dev who is trying to tell people that it's not Matrix, Its Blockchain!",,,cryptoverse_b,,0x12cd23a4a9857955d02de37933327d236f17ef4a,0,2025-07-21 18:23:41.568+00,,58,276,false,"Cryptoverse(Ø,G)",2026-03-27 09:13:09.537+00,false,39,Reader
aa5698e1-15b7-492d-83ef-97e2761586a8,1434074,peny,Peny,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/a2cd1737-048f-432c-35cf-2dcfb50ca300/original,,"[""0x11d47198a042134ca344c6dc5d4e25e67d466754""]",0.60,1112,641,false,false,2026-01-26 18:01:02.836+00,2026-01-26 18:01:02.906136+00,2026-01-26 18:01:02.906136+00,{},,0.5200,16487,[],2026-01-26 18:01:02.836+00,I am here to help and motivate each other for progress and peace.,,,hamid488293,,0x11d47198a042134ca344c6dc5d4e25e67d466754,2,2025-11-01 12:32:21.228+00,,,,,,,false,39,Reader
ad7f28ee-b46a-4454-a779-689f6a3ac2b7,949014,kakaem,mallinoisss,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/8f19b100-bee4-4a92-82d1-1633e0e48900/original,,"[""0x0a32175a918ac70277eaa47e53ae412b421c988a"",""0x3538ffcc76118a4b45c07945b6b7041f57e9f6b3"",""0x1df421262155cc835f3880b6ba73b6276fbc005d""]",0.65,326,1214,false,false,2026-01-25 05:39:54.311+00,2026-01-25 05:39:54.372734+00,2026-02-24 16:27:55.432929+00,{},,0.1070,515046,[],2026-01-25 05:39:54.311+00,"Living Like Larry | Reply for Life I NFTs
Enthusiasm and Collector",,,tosska17,,0x3538ffcc76118a4b45c07945b6b7041f57e9f6b3,0,2025-07-16 14:17:54.002+00,2026-01-31 12:52:12.506+00,508,792,true,Malinois,2026-02-24 16:27:55.387+00,false,39,Reader
ae9b306c-be60-47b9-8e50-e8fe2564c60c,315212,oxsirkrobinkhan,Imtiaz.btc,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/27fead4d-21b0-48e7-4e60-12fff892ad00/original,,"[""0x50b8eb395e3daec0b42df67cdcd4d584556f48fd"",""0x4303980c67d42828166a8a36d79eb9de3a578d0c"",""0xfcdd8d7ab341300379b9d3954c8c4daeaf39b70a""]",0.52,257,1404,false,false,2026-03-27 20:36:06.086+00,2026-03-27 20:36:06.18364+00,2026-03-29 05:48:11.91167+00,{},,,,,2026-03-27 20:36:06.086+00,Holder Of @bitcoin . Gold And @solana Working Pruf of Work $ @suinetwork Ai Agent And Other Crypto Projects•🪢 🧑‍💻🐳,,"geo:25.20,55.27",imtiaz_btc,,0xfcdd8d7ab341300379b9d3954c8c4daeaf39b70a,2,2025-10-21 06:16:02.668+00,2026-03-29 05:47:57.384+00,4229,714,false,ImtiaZ.btc🔸₿,2026-03-29 05:48:11.851+00,false,39,Reader
b046680d-9f69-4b46-8148-63fc9c1dd308,248222,anonymouse69,Anonymouse🧬,https://d1kgk9u8ytew77.cloudfront.net/ipfs/bafybeiefdh5ryzudhw2y2qvhqbigxigmx4kqkrabqqlnsv3twiz6mphida/4105.png,,"[""0xe564bf6e4a8b22b75616508e1f9ec84f0f6cc3ec"",""0x609f63f0e1995a150e8ed33d4c6b29893a28e52c"",""0xa3fa047aa97afa19c6a08a5b333bd8611558732c"",""0xa86e1e2c719c5731b72a2681e85740b5a86e51a1""]",0.73,438,1972,false,false,2026-03-09 13:43:16.544+00,2026-01-21 08:55:07.432477+00,2026-03-28 23:52:34.412054+00,{},,0.6060,5423,[],2026-03-20 15:04:00.175+00,"Crypto is volatile  & Very Risky Business 😬
Don't get rug DYOR first


🧬",,,miquellee3,,0x609f63f0e1995a150e8ed33d4c6b29893a28e52c,0,2025-07-16 12:19:08.004+00,2026-03-09 13:43:16.544+00,114,3209,false,Miquel Lee |HUDL Solix Meshchain.Ai,2026-03-28 23:52:34.338+00,false,39,Reader
b7512e71-f4fd-44df-9f14-37b96107d636,344854,civit,CIVIT,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/a61c6505-ad56-48bc-e5ce-fc478f0aa300/original,,"[""0xc7582430e8703ebbd1cc2bace4ec51a47d4addef"",""0xaaedd5ec293f010e2d807dd66e87222d7a5aff6f""]",0.84,251,256,false,false,2026-01-22 15:12:41.572+00,2026-01-22 15:12:41.634839+00,2026-01-22 15:12:41.634839+00,{},,0.5360,13658,[],2026-01-22 15:12:41.572+00,"Digital artist, illustrator and videomaker
Vng, Barcelona",,"geo:41.39,2.17",ascii_bit,,0xc7582430e8703ebbd1cc2bace4ec51a47d4addef,2,2025-07-16 13:56:39.655+00,,,,,,,false,39,Writer
b76b234a-913c-4078-8734-81e378ec0778,987326,ghostface,Ghostface,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/e6aa2ce7-c731-4f65-9028-6b8af9ae7400/original,,"[""0x33c314bdcffdf5902562d2083fe01da27a41a67a"",""0xdd5563db75ddde63cbcbb74058f194cdcd02a6d3""]",0.66,264,754,false,false,2026-01-27 19:43:31.623+00,2026-01-27 19:43:31.710312+00,2026-02-24 16:28:00.865835+00,{},,0.5660,9267,[],2026-01-27 19:43:31.623+00,Crypto enthusiast,,,catastrophekvng,,0xdd5563db75ddde63cbcbb74058f194cdcd02a6d3,0,2025-08-07 09:43:51.777+00,2026-01-28 15:41:16.817+00,707,1381,false,Ghostface 👻,2026-02-24 16:28:00.819+00,false,39,Reader
b9518094-ffa8-4afc-b149-13fef8ac22d4,257218,celex,chelek32,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/9c343542-5939-4237-f715-81eb8ce90000/original,,"[""0x684f8b3b271a6a96bd22029f91faac2e423c2bb9"",""0xb306ec25ee1ea6100bd6353f11fcd7d081e893b4"",""0xd13ec58b5d6693f26e306d7fc1158fb5d50f9707""]",0.27,103,117,false,false,2026-03-28 07:14:00.015+00,2026-02-19 07:36:25.095491+00,2026-03-30 05:02:24.908119+00,{},,0.4360,,,2026-03-28 07:14:00.015+00,Ahli Maksiat Berharap Syafaat,https://farcaster.xyz/celex,"geo:-7.68,108.65",chelek32,,0xb306ec25ee1ea6100bd6353f11fcd7d081e893b4,2,2025-08-03 18:34:59.253+00,2026-03-30 05:02:24.722+00,403,2626,false,chelek32.base.eth,2026-03-27 07:11:14.66+00,false,39,Reader
bb34faa3-40f2-4c97-bfef-0833c17ec993,1073074,kakamaldini22,Edward,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/2798b65d-1e0d-43f6-bc10-c2d63e87fa00/original,,"[""0xef838d07b750e67073c1e61941fc3d9d1f4f572a"",""0x6ccf5d3b2e1d39b26883f25b1d63b959466a63ca""]",0.57,211,928,false,false,2026-03-26 20:21:25.108+00,2026-01-17 22:56:50.488749+00,2026-03-27 08:10:31.350811+00,{},,0.5090,19677,[],2026-03-21 19:19:49.383+00,"Just creating what feels right.
No pressure, just presence 🎧",https://farcaster.xyz/~/code/V0EY73,,kakamaldini222,,0x6ccf5d3b2e1d39b26883f25b1d63b959466a63ca,0,2025-07-17 16:04:49.711+00,2026-03-26 20:21:25.108+00,100,282,false,Edward,2026-03-27 08:10:31.285+00,false,39,Writer
bd3947f6-dfa1-42fc-a0a2-89067136ea70,1349006,brnr,BRNR,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/0927648f-2589-44eb-a9be-aa9f2c61fb00/original,,"[""0x8412f620c24bff66f5b89cf511824f09ae7f5b1d""]",0.75,283,95,true,false,2026-01-16 17:36:18.819+00,2026-01-16 17:36:18.900755+00,2026-02-24 16:35:39.260025+00,{},,0.5080,19359,[],2026-01-16 17:36:18.819+00,"$BRNR is here as a community experiment on BASE🟦🟦🟦🟦. 
100% of all token mint royalties will be used to buy back and burn $BRNR on the first of every month.",,,brnrbase,,0x8412f620c24bff66f5b89cf511824f09ae7f5b1d,0,2025-09-26 10:32:53.634+00,,15,21,false,BRNR,2026-02-24 16:35:39.215+00,false,39,Writer
c1b5856e-d44c-4ffe-96ce-db234a3aaf64,563693,asamiyt.eth,asamiyt.base.eth,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/b934e544-bcd8-4d51-957f-9b85285a5700/original,,"[""0x5a30a5c6554fdc4b2a23e7f87150a192786b30b2"",""0xc947c474ee27ade09c43de9ac1718430f0dc120e"",""0xe53a955e844c2cf3ce9d767411e79c5cc073b8c1""]",0.70,812,2467,false,false,2026-02-09 02:02:33.663+00,2026-02-02 01:02:44.31497+00,2026-02-24 16:19:13.87922+00,{},,0.1070,708958,[],2026-02-09 02:02:33.663+00,onchain base,,,asamix77,,0xc947c474ee27ade09c43de9ac1718430f0dc120e,0,2025-10-03 12:09:08.055+00,2026-02-09 02:02:33.663+00,2259,2322,false,Asami,2026-02-24 16:19:13.818+00,false,39,Reader
c6f4ae86-7bcd-4696-8350-245db1a41f74,1055774,losheyi2,Losheyi2,"https://res.cloudinary.com/base-app/image/upload/f_m3u8,f_png/v1757329712/video_uploads/5c088622-b236-453c-9c47-467e2c142532.png",,"[""0x040bcb958aa6f3d9f09ef65f74911aa5f2be699d"",""0x2a5bdfdbb62d2c8165a594071cf3f1f0cb27a5f2""]",0.34,287,497,false,false,2026-01-29 17:14:10.662+00,2026-01-29 17:14:10.743987+00,2026-02-24 16:28:49.895402+00,{},,0.5570,10380,[],2026-01-29 17:14:10.662+00,"Crypto enthusiast, hater of bad women, GehGeh of Base app🔱",,,hunchosheyibad,,0x040bcb958aa6f3d9f09ef65f74911aa5f2be699d,2,2025-07-19 19:31:14.071+00,,180,1185,false,Losheyi,2026-02-24 16:28:49.843+00,false,39,Reader
ca77d3ee-3633-4743-9fa8-661f9786a7e2,1076251,genghiskwan,Herbert Kwan,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/3c4dc156-f709-4394-c8f9-2d6a93cddc00/original,,"[""0x2b7018012fa4b957f3f327b38256e27bdae0817e"",""0x293e8e464fd6043c7d7e49f4a7b881b99008b5b9""]",0.77,338,223,false,false,2026-03-26 08:46:42.837+00,2026-03-26 08:46:42.902851+00,2026-03-26 08:47:07.759483+00,{},,,,,2026-03-26 08:46:42.837+00,"Failed my arc as a game studio artist, now I draw pixels and dodge responsibilities. Trying to make cool NFT art and avoid a real job. Commissions are open 🤣",https://www.deviantart.com/genghiskwan/gallery/3837545/featured,,shingenghiskwan,,0x2b7018012fa4b957f3f327b38256e27bdae0817e,0,2025-07-16 17:08:38.115+00,,410,579,false,Herbert Kwan,2026-03-26 08:47:07.695+00,false,39,Writer
cb725f9e-a154-4ee3-ab69-6b6c840c7822,1229659,enaaaaaam,Enam 💤🪄🎩,https://res.cloudinary.com/base-app/image/upload/f_auto/v1766216615/d1f6f669-48ac-4ca7-b934-bd82faadabe9.jpg,,"[""0xa22826738139240162b3233b673951b370516fc8"",""0x71a94e23265e47df8244d9a3c0aaa821d2cefe99""]",0.64,3065,5588,false,false,2026-01-24 16:09:11.813+00,2026-01-24 16:09:11.893647+00,2026-02-24 16:35:23.627904+00,{},,0.1070,777407,[],2026-01-24 16:09:11.813+00,𝙰𝚕𝚙𝚑𝚊 | 𝚅𝚒𝚜𝚞𝚊𝚕 𝚂𝚝𝚊𝚝𝚎 | 𝚆𝚎𝚋3 𝙴𝚡𝚙𝚕𝚘𝚛𝚎𝚛 | 𝚆𝚊𝚕𝚕𝚙𝚊𝚙𝚎𝚛 | 𝙿𝚑𝚘𝚝𝚘𝚐𝚛𝚊𝚙𝚑𝚢 | 𝙱𝚊𝚜𝚎𝚙𝚘𝚜𝚝𝚒𝚗𝚐 |,,,lettere164394,,0xa22826738139240162b3233b673951b370516fc8,0,2025-08-20 08:21:47.605+00,,475,667,false,Enam,2026-02-24 16:35:23.58+00,false,39,Reader
ccf84c01-4f20-4bfa-b45b-fd411d6c1235,524830,eleine,Eleine Starly,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/a87321ec-cf8b-4458-9eb3-e701dda0f900/rectcrop3,,"[""0xc5fae76c85ba1c1edcbc203e11d2c87969379620"",""0x477d03f5e28f8e1e1f0a2c78b9a5f8bca618d811"",""0xa0455e6f8c4e3aecaec20168c9d0d8e9289d3460"",""0x6b309f25b9e603f5197bc2f486b7181cc16a2233"",""0x57852be5e62ddae0785a456b1e7b6f1db27a0263""]",0.62,243,1657,false,false,2026-03-25 02:55:53.046+00,2026-01-18 04:16:30.996056+00,2026-03-28 02:03:18.453139+00,{},,0.5710,8774,[],2026-03-23 00:06:04.939+00,"Digital dreamer | Crypto native | Turning imagination into immutable art, one mint at a time ₿",,,eleinestar,,0x57852be5e62ddae0785a456b1e7b6f1db27a0263,0,2025-07-17 22:37:46.798+00,2026-03-25 02:55:53.046+00,1104,929,false,eleine starly,2026-03-28 02:03:18.382+00,false,39,Reader
cde954ea-b070-4abe-bc6b-ff587990bce1,1350343,siyamsayem1060,𝐒𝐀𝐘𝐄𝐌𝐗,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/fa4703a4-49e3-403e-efe9-52c0ac7d0a00/original,,"[""0x1f6eca0ecbb8c71e4997147e04e07237d8242bf6""]",0.50,3,11,false,false,2026-01-29 17:03:17.292+00,2026-01-29 17:03:17.372355+00,2026-02-24 16:35:40.001933+00,{},,0.4350,47786,[],2026-01-29 17:03:17.292+00,"Exploring Web3 through memecoins and NFTs
Active contributor on KaitoAI.twitter  HanaNetwork.twitter",,,siyamsayem1060,,0x1f6eca0ecbb8c71e4997147e04e07237d8242bf6,2,2025-10-25 04:16:03.183+00,,7039,5141,true,𝐒𝐀𝐘𝐄𝐌𝐗,2026-02-24 16:35:39.957+00,false,39,Reader
cf0fa68c-6018-41fc-8e72-fdb1801720ef,271990,borisov90,Borisov,https://i.imgur.com/OsNmZds.jpg,,"[""0xbbb9d56cf7ea8a20cc303d0b87e1aed5508ea104"",""0x64c7740f145b4564d825163324411f422d39b5b2"",""0x1d243782aec36f92fa08dd0c188df441543ae848""]",0.47,576,1140,false,false,2026-03-15 20:51:12.605+00,2026-03-15 20:51:12.67309+00,2026-03-15 20:52:01.058759+00,{},,0.3760,107865,[],2026-03-15 20:51:12.605+00,Learning and learning,,,galmtwo,,0x1d243782aec36f92fa08dd0c188df441543ae848,2,2026-03-15 20:44:13.182+00,,109,533,false,Muhajirin Zainul,2026-03-15 20:52:00.996+00,false,39,Reader
d61cd3bb-488a-4f4e-bc3b-8a4683218f80,1083967,saimbro,Mehedi Hasan Saim,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/9b1a7cdc-90c1-48fe-0fd1-5cba875ad400/rectcrop3,,"[""0xd528532002f5ebb0a3d0d495d44294e38ea80265""]",0.72,51,98,false,false,2026-01-27 13:46:28.4+00,2026-01-27 13:46:28.495201+00,2026-02-24 16:29:14.989026+00,{},,0.4580,35733,[],2026-01-27 13:46:28.4+00,"Mediocre athlete, tech enthusiast, and part-time trivia nerd.",,,mehedih76254739,,0xd528532002f5ebb0a3d0d495d44294e38ea80265,2,2025-08-08 06:59:15.825+00,,160,494,false,Saimbro,2026-02-24 16:29:14.94+00,false,39,Reader
d7225878-dc83-4c46-9863-e0801b00499a,700329,toyhorcee,Cryptogirl,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/781af66b-2f7d-4c24-f4ed-5b7d5dea9b00/original,,"[""0x8caece60348a40a35b313c47367ad58c0a06b4f3"",""0xfd379bf39e2dfa846156ea7d45d5feecf3cfabfb""]",0.62,478,572,false,false,2026-01-29 17:00:10.903+00,2026-01-29 17:00:10.998232+00,2026-01-29 17:00:10.998232+00,{},,0.6800,1903,[],2026-01-29 17:00:10.903+00,"Progress doesn’t always look loud. Sometimes it’s quiet, steady, and powerful. Keep going.

Your favorite Fashionista, crypto trader and Web3 enthusiast",,,oyehano78069,,0xfd379bf39e2dfa846156ea7d45d5feecf3cfabfb,2,2025-07-16 20:47:32.512+00,,,,,,,false,39,Reader
dc69828d-433e-4eca-9f8b-192051d392f3,518717,0x188,tipshop.base.eth 🧬,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/2eebf743-dcb5-4f33-7736-8e6aadcbc800/original,,"[""0x3bf4abadbb1592f7992b45300a109d9eb24f92a2"",""0xf1f93c691d4c46c7572f057cc92c67dd700b714b""]",0.54,277,1070,false,false,2026-03-05 02:31:43.61+00,2026-01-21 11:45:11.397597+00,2026-03-28 14:11:32.749138+00,{},,0.1070,668016,[],2026-03-05 02:31:43.61+00,Engineer - Corporate - Entrepreneur - Business. 2021 - Markets ~ BTC ~ NFTs. Founder/Building/Artist,,,leadsus,,0x3bf4abadbb1592f7992b45300a109d9eb24f92a2,0,2025-10-24 03:13:54.35+00,2026-03-05 02:31:43.61+00,2872,4094,true,"tipshop.base.eth(❖,❖)",2026-03-28 14:11:32.657+00,false,39,Reader
dd619da4-652a-4da9-b74a-f5a13387b84b,1049501,mukkaswe,Mukka Sweden,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/eff3e149-8fab-4a5d-7faf-c5aacbad7700/rectcrop3,,"[""0x912607c9c4e1086b1cd08f94ec2b09b80b5c0bc1""]",0.47,159,79,false,false,2026-01-31 01:26:48.384+00,2026-01-31 01:26:48.482532+00,2026-02-24 16:28:48.696333+00,{},,0.5210,16262,[],2026-01-31 01:26:48.384+00,Blockchain explorer with an interest in DePin,,,mukkaswe,,0x912607c9c4e1086b1cd08f94ec2b09b80b5c0bc1,2,2025-07-31 21:53:09.939+00,,197,1863,false,MukkaSWE,2026-02-24 16:28:48.648+00,false,39,Reader
e05602ed-1001-4257-bb42-6fd5256a21ac,241995,sapu,VT789,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/32866d18-1565-4d8d-d4a9-b764a0a62d00/original,,"[""0xfe61873f34f87a80b46909bfa728799dcaf8d329"",""0x0aef9becde34b4ae5753be14287e61e69a842ada"",""0x4d938160bd2aa62e0952d0881432647916b3a888"",""0xe9ce4e6bfd53dcacad1c68c0610e0790ac8788f7""]",0.61,190,876,false,false,2026-01-26 16:03:26.169+00,2026-01-17 14:14:56.838189+00,2026-01-29 17:01:53.244547+00,{},,0.5360,13694,[],2026-01-26 16:03:26.169+00,https://x.com/Mahjongscatter,https://zemirro.com/share/c2hhcmVDb2RlPTM4MTk1Mjg0OTg3OTYyOTgyNCZpbnZpdGVBY3Rpdml0eVR5cGU9MTk,"geo:35.67,139.77",ansrholl97,,0xe9ce4e6bfd53dcacad1c68c0610e0790ac8788f7,2,2025-07-16 13:44:50.547+00,2026-01-29 17:01:18.173+00,,,,,,false,39,Reader
e346fe4a-6846-4d0b-92e0-53dc896a5443,301394,nita-jak,zempcc.base.eth🔵,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/4c692f85-6bc0-4436-93b5-067805507400/original,,"[""0xa93f1fcd73939fb93423f5c3765a81f98bef6b04"",""0xa70d33449900639f490e8568fc5ef3735b11b700""]",0.61,1080,2741,false,false,2026-03-24 11:08:37.724+00,2026-01-16 16:50:22.574362+00,2026-03-29 12:16:19.681557+00,{},,0.5880,,,2026-03-24 11:08:37.724+00,Retro crypto 🚀👑,,,rizki_anugrah99,,0xa70d33449900639f490e8568fc5ef3735b11b700,2,2025-07-18 06:11:04.59+00,2026-03-29 12:16:15.538+00,,,,,,false,39,Reader
e42fb492-2dd9-4fb8-903b-e468c690c567,291360,guntursoegiant4,Umina,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/2982e7de-4e41-407d-0ebe-36feb5291700/original,,"[""0x2c0bb8d31dfdbd7ae24ce1e4d173be3d06790656"",""0xa88245cab83e245a33a14283c3814c0db51d3cae"",""0x872a27bb38bb591f721ad6b37d8476f3bf1b1226"",""0x19dbc451e873f0d99ac0ef4f5e42af1069b2ee98""]",0.45,995,401,false,false,2026-02-22 13:02:28.573+00,2026-02-22 13:02:28.64796+00,2026-02-24 15:19:59.469651+00,{},,0.4180,59440,[],2026-02-22 13:02:28.573+00,Let's go to the moon,,"geo:-7.26,112.75",sakeraumina,,0x2c0bb8d31dfdbd7ae24ce1e4d173be3d06790656,2,2025-07-20 02:26:47.339+00,,19,706,false,Umina Sakera,2026-02-24 15:19:59.42+00,false,39,Reader
